,file,number,date_time,weight,Sex_Limit_Category,species,farm,house,gender,pen
819,JC06F07,32,2022-10-07 15:02:21,1.073,not used,J,C,06,F,07
820,JC06F07,33,2022-10-07 15:02:28,0.742,not used,J,C,06,F,07
821,JC06F07,34,2022-10-07 15:02:34,0.897,not used,J,C,06,F,07
822,JC06F07,35,2022-10-07 15:02:41,0.977,not used,J,C,06,F,07
823,JC06F07,36,2022-10-07 15:02:51,0.996,not used,J,C,06,F,07
824,JC06F07,37,2022-10-07 15:02:57,0.903,not used,J,C,06,F,07
825,JC06F07,38,2022-10-07 15:03:04,0.987,not used,J,C,06,F,07
826,JC06F07,39,2022-10-07 15:03:11,1.118,not used,J,C,06,F,07
827,JC06F07,40,2022-10-07 15:03:22,1.061,not used,J,C,06,F,07
828,JC06F07,41,2022-10-07 15:03:29,0.951,not used,J,C,06,F,07
829,JC06F07,42,2022-10-07 15:03:37,0.956,not used,J,C,06,F,07
830,JC06F07,43,2022-10-07 15:03:43,0.849,not used,J,C,06,F,07
831,JC06F07,44,2022-10-07 15:03:50,0.911,not used,J,C,06,F,07
832,JC06F07,45,2022-10-07 15:03:56,0.967,not used,J,C,06,F,07
833,JC06F07,46,2022-10-07 15:04:04,0.899,not used,J,C,06,F,07
834,JC06F07,47,2022-10-07 15:04:10,0.871,not used,J,C,06,F,07
835,JC06F07,48,2022-10-07 15:04:17,0.976,not used,J,C,06,F,07
836,JC06F07,49,2022-10-07 15:04:23,0.975,not used,J,C,06,F,07
837,JC06F07,50,2022-10-07 15:04:31,0.892,not used,J,C,06,F,07
838,JC06F07,51,2022-10-07 15:04:39,0.973,not used,J,C,06,F,07
839,JC06F07,52,2022-10-07 15:04:48,1.034,not used,J,C,06,F,07
840,JC06F07,53,2022-10-07 15:04:58,1.006,not used,J,C,06,F,07
841,JC06F07,54,2022-10-07 15:05:05,0.930,not used,J,C,06,F,07
842,JC06F07,55,2022-10-07 15:05:12,1.054,not used,J,C,06,F,07
843,JC06F07,56,2022-10-07 15:05:21,1.046,not used,J,C,06,F,07
844,JC06F07,57,2022-10-07 15:05:27,0.904,not used,J,C,06,F,07
845,JC06F07,58,2022-10-07 15:05:34,0.849,not used,J,C,06,F,07
846,JC06F07,59,2022-10-07 15:05:41,1.080,not used,J,C,06,F,07
847,JC06F07,60,2022-10-07 15:05:47,0.934,not used,J,C,06,F,07
856,JC06F06,1,2022-10-07 15:08:25,0.895,not used,J,C,06,F,06
857,JC06F06,2,2022-10-07 15:08:32,0.935,not used,J,C,06,F,06
858,JC06F06,3,2022-10-07 15:08:38,0.978,not used,J,C,06,F,06
859,JC06F06,4,2022-10-07 15:08:46,1.013,not used,J,C,06,F,06
860,JC06F06,5,2022-10-07 15:08:52,0.986,not used,J,C,06,F,06
861,JC06F06,6,2022-10-07 15:08:59,1.034,not used,J,C,06,F,06
862,JC06F06,7,2022-10-07 15:09:06,0.954,not used,J,C,06,F,06
863,JC06F06,8,2022-10-07 15:09:12,0.949,not used,J,C,06,F,06
864,JC06F06,9,2022-10-07 15:09:20,0.793,not used,J,C,06,F,06
865,JC06F06,10,2022-10-07 15:09:29,0.869,not used,J,C,06,F,06
866,JC06F06,11,2022-10-07 15:09:37,0.976,not used,J,C,06,F,06
867,JC06F06,12,2022-10-07 15:09:45,0.976,not used,J,C,06,F,06
868,JC06F06,13,2022-10-07 15:09:52,0.999,not used,J,C,06,F,06
869,JC06F06,14,2022-10-07 15:10:00,0.948,not used,J,C,06,F,06
870,JC06F06,15,2022-10-07 15:10:07,0.912,not used,J,C,06,F,06
871,JC06F06,16,2022-10-07 15:10:14,0.938,not used,J,C,06,F,06
872,JC06F06,17,2022-10-07 15:10:21,1.063,not used,J,C,06,F,06
873,JC06F06,18,2022-10-07 15:10:28,0.893,not used,J,C,06,F,06
874,JC06F06,19,2022-10-07 15:10:34,0.940,not used,J,C,06,F,06
875,JC06F06,20,2022-10-07 15:10:42,0.907,not used,J,C,06,F,06
876,JC06F06,21,2022-10-07 15:10:48,1.133,not used,J,C,06,F,06
877,JC06F06,22,2022-10-07 15:10:55,1.053,not used,J,C,06,F,06
878,JC06F06,23,2022-10-07 15:11:01,0.917,not used,J,C,06,F,06
879,JC06F06,24,2022-10-07 15:11:07,0.830,not used,J,C,06,F,06
880,JC06F06,25,2022-10-07 15:11:15,0.882,not used,J,C,06,F,06
881,JC06F06,26,2022-10-07 15:11:22,0.926,not used,J,C,06,F,06
882,JC06F06,27,2022-10-07 15:11:28,1.003,not used,J,C,06,F,06
883,JC06F06,28,2022-10-07 15:11:35,0.913,not used,J,C,06,F,06
884,JC06F06,29,2022-10-07 15:11:49,1.072,not used,J,C,06,F,06
885,JC06F06,30,2022-10-07 15:11:56,0.978,not used,J,C,06,F,06
886,JC06F06,31,2022-10-07 15:12:03,1.013,not used,J,C,06,F,06
887,JC06F06,32,2022-10-07 15:12:09,1.086,not used,J,C,06,F,06
888,JC06F06,33,2022-10-07 15:12:18,1.004,not used,J,C,06,F,06
889,JC06F06,34,2022-10-07 15:12:26,0.934,not used,J,C,06,F,06
890,JC06F06,35,2022-10-07 15:12:33,1.017,not used,J,C,06,F,06
891,JC06F06,36,2022-10-07 15:12:40,0.939,not used,J,C,06,F,06
892,JC06F06,37,2022-10-07 15:12:47,0.802,not used,J,C,06,F,06
893,JC06F06,38,2022-10-07 15:12:53,0.781,not used,J,C,06,F,06
894,JC06F06,39,2022-10-07 15:13:00,0.826,not used,J,C,06,F,06
895,JC06F06,40,2022-10-07 15:13:06,0.950,not used,J,C,06,F,06
896,JC06F06,41,2022-10-07 15:13:12,1.069,not used,J,C,06,F,06
897,JC06F06,42,2022-10-07 15:13:19,0.880,not used,J,C,06,F,06
898,JC06F06,43,2022-10-07 15:13:26,0.894,not used,J,C,06,F,06
899,JC06F06,44,2022-10-07 15:13:33,0.839,not used,J,C,06,F,06
900,JC06F06,45,2022-10-07 15:13:40,1.044,not used,J,C,06,F,06
901,JC06F06,46,2022-10-07 15:13:46,1.013,not used,J,C,06,F,06
902,JC06F06,47,2022-10-07 15:13:54,1.033,not used,J,C,06,F,06
903,JC06F06,48,2022-10-07 15:14:01,1.121,not used,J,C,06,F,06
904,JC06F06,49,2022-10-07 15:14:08,0.763,not used,J,C,06,F,06
905,JC06F06,50,2022-10-07 15:14:14,0.823,not used,J,C,06,F,06
906,JC06F06,51,2022-10-07 15:14:22,0.834,not used,J,C,06,F,06
907,JC06F06,52,2022-10-07 15:14:30,0.867,not used,J,C,06,F,06
908,JC06F06,53,2022-10-07 15:14:37,0.971,not used,J,C,06,F,06
909,JC06F06,54,2022-10-07 15:14:43,0.937,not used,J,C,06,F,06
910,JC06F06,55,2022-10-07 15:14:50,0.712,not used,J,C,06,F,06
911,JC06F06,56,2022-10-07 15:14:56,0.984,not used,J,C,06,F,06
912,JC06F06,57,2022-10-07 15:15:02,1.048,not used,J,C,06,F,06
913,JC06F06,58,2022-10-07 15:15:09,0.887,not used,J,C,06,F,06
914,JC06F06,59,2022-10-07 15:15:15,0.792,not used,J,C,06,F,06
915,JC06F06,60,2022-10-07 15:15:24,0.956,not used,J,C,06,F,06
924,JC06F05,1,2022-10-07 15:17:44,0.964,not used,J,C,06,F,05
925,JC06F05,2,2022-10-07 15:17:52,0.721,not used,J,C,06,F,05
926,JC06F05,3,2022-10-07 15:18:00,0.923,not used,J,C,06,F,05
927,JC06F05,4,2022-10-07 15:18:06,0.877,not used,J,C,06,F,05
928,JC06F05,5,2022-10-07 15:18:17,0.789,not used,J,C,06,F,05
929,JC06F05,6,2022-10-07 15:18:25,0.903,not used,J,C,06,F,05
930,JC06F05,7,2022-10-07 15:18:31,0.885,not used,J,C,06,F,05
931,JC06F05,8,2022-10-07 15:18:38,0.937,not used,J,C,06,F,05
932,JC06F05,9,2022-10-07 15:18:45,0.867,not used,J,C,06,F,05
933,JC06F05,10,2022-10-07 15:18:52,1.057,not used,J,C,06,F,05
934,JC06F05,11,2022-10-07 15:18:58,0.793,not used,J,C,06,F,05
935,JC06F05,12,2022-10-07 15:19:07,1.020,not used,J,C,06,F,05
936,JC06F05,13,2022-10-07 15:19:14,0.766,not used,J,C,06,F,05
937,JC06F05,14,2022-10-07 15:19:23,1.047,not used,J,C,06,F,05
938,JC06F05,15,2022-10-07 15:19:29,1.064,not used,J,C,06,F,05
939,JC06F05,16,2022-10-07 15:19:37,0.808,not used,J,C,06,F,05
940,JC06F05,17,2022-10-07 15:19:43,0.892,not used,J,C,06,F,05
941,JC06F05,18,2022-10-07 15:19:49,1.090,not used,J,C,06,F,05
942,JC06F05,19,2022-10-07 15:19:56,0.866,not used,J,C,06,F,05
943,JC06F05,20,2022-10-07 15:20:03,0.991,not used,J,C,06,F,05
944,JC06F05,21,2022-10-07 15:20:09,0.785,not used,J,C,06,F,05
945,JC06F05,22,2022-10-07 15:20:15,0.962,not used,J,C,06,F,05
946,JC06F05,23,2022-10-07 15:20:23,0.956,not used,J,C,06,F,05
947,JC06F05,24,2022-10-07 15:20:30,0.855,not used,J,C,06,F,05
948,JC06F05,25,2022-10-07 15:20:36,1.051,not used,J,C,06,F,05
949,JC06F05,26,2022-10-07 15:20:44,0.907,not used,J,C,06,F,05
950,JC06F05,27,2022-10-07 15:20:50,0.876,not used,J,C,06,F,05
951,JC06F05,28,2022-10-07 15:20:57,0.875,not used,J,C,06,F,05
952,JC06F05,29,2022-10-07 15:21:04,1.152,not used,J,C,06,F,05
953,JC06F05,30,2022-10-07 15:21:11,0.952,not used,J,C,06,F,05
954,JC06F05,31,2022-10-07 15:21:17,0.835,not used,J,C,06,F,05
955,JC06F05,32,2022-10-07 15:21:26,0.878,not used,J,C,06,F,05
956,JC06F05,33,2022-10-07 15:21:33,0.927,not used,J,C,06,F,05
957,JC06F05,34,2022-10-07 15:21:40,0.832,not used,J,C,06,F,05
958,JC06F05,35,2022-10-07 15:21:48,0.898,not used,J,C,06,F,05
959,JC06F05,36,2022-10-07 15:21:57,0.897,not used,J,C,06,F,05
960,JC06F05,37,2022-10-07 15:22:04,1.008,not used,J,C,06,F,05
961,JC06F05,38,2022-10-07 15:22:13,0.834,not used,J,C,06,F,05
962,JC06F05,39,2022-10-07 15:22:20,0.806,not used,J,C,06,F,05
963,JC06F05,40,2022-10-07 15:22:26,0.884,not used,J,C,06,F,05
964,JC06F05,41,2022-10-07 15:22:32,0.850,not used,J,C,06,F,05
965,JC06F05,42,2022-10-07 15:22:39,0.845,not used,J,C,06,F,05
966,JC06F05,43,2022-10-07 15:22:46,0.878,not used,J,C,06,F,05
967,JC06F05,44,2022-10-07 15:22:53,0.841,not used,J,C,06,F,05
968,JC06F05,45,2022-10-07 15:22:59,0.768,not used,J,C,06,F,05
969,JC06F05,46,2022-10-07 15:23:05,0.826,not used,J,C,06,F,05
970,JC06F05,47,2022-10-07 15:23:12,1.071,not used,J,C,06,F,05
971,JC06F05,48,2022-10-07 15:23:18,0.923,not used,J,C,06,F,05
972,JC06F05,49,2022-10-07 15:23:25,0.858,not used,J,C,06,F,05
973,JC06F05,50,2022-10-07 15:23:31,0.986,not used,J,C,06,F,05
974,JC06F05,51,2022-10-07 15:23:36,1.073,not used,J,C,06,F,05
975,JC06F05,52,2022-10-07 15:23:42,0.946,not used,J,C,06,F,05
976,JC06F05,53,2022-10-07 15:24:11,0.849,not used,J,C,06,F,05
977,JC06F05,54,2022-10-07 15:24:18,0.911,not used,J,C,06,F,05
978,JC06F05,55,2022-10-07 15:24:26,1.044,not used,J,C,06,F,05
979,JC06F05,56,2022-10-07 15:24:33,0.835,not used,J,C,06,F,05
980,JC06F05,57,2022-10-07 15:24:40,0.837,not used,J,C,06,F,05
981,JC06F05,58,2022-10-07 15:24:48,0.881,not used,J,C,06,F,05
982,JC06F05,59,2022-10-07 15:24:56,0.886,not used,J,C,06,F,05
983,JC06F05,60,2022-10-07 15:25:05,0.862,not used,J,C,06,F,05
984,JC06F05,61,2022-10-07 15:25:23,1.011,not used,J,C,06,F,05
985,JC06F05,62,2022-10-07 15:25:32,1.035,not used,J,C,06,F,05
986,JC06F05,63,2022-10-07 15:25:39,1.008,not used,J,C,06,F,05
987,JC06F05,64,2022-10-07 15:25:50,0.924,not used,J,C,06,F,05
988,JC06F05,65,2022-10-07 15:25:57,0.782,not used,J,C,06,F,05
989,JC06F05,66,2022-10-07 15:26:05,0.964,not used,J,C,06,F,05
990,JC06F05,67,2022-10-07 15:26:21,1.000,not used,J,C,06,F,05
991,JC06F05,68,2022-10-07 15:26:35,0.829,not used,J,C,06,F,05
992,JC06F05,69,2022-10-07 15:29:34,0.861,not used,J,C,06,F,05
1001,JC06F04,1,2022-10-07 15:29:51,0.843,not used,J,C,06,F,04
1002,JC06F04,2,2022-10-07 15:30:03,1.028,not used,J,C,06,F,04
1003,JC06F04,3,2022-10-07 15:30:09,0.781,not used,J,C,06,F,04
1004,JC06F04,4,2022-10-07 15:30:17,0.785,not used,J,C,06,F,04
1005,JC06F04,5,2022-10-07 15:30:28,0.797,not used,J,C,06,F,04
1006,JC06F04,6,2022-10-07 15:30:35,0.779,not used,J,C,06,F,04
1007,JC06F04,7,2022-10-07 15:30:42,0.805,not used,J,C,06,F,04
1008,JC06F04,8,2022-10-07 15:30:51,1.049,not used,J,C,06,F,04
1009,JC06F04,9,2022-10-07 15:30:57,0.855,not used,J,C,06,F,04
1010,JC06F04,10,2022-10-07 15:31:05,0.803,not used,J,C,06,F,04
1011,JC06F04,11,2022-10-07 15:31:14,0.774,not used,J,C,06,F,04
1012,JC06F04,12,2022-10-07 15:31:20,0.813,not used,J,C,06,F,04
1013,JC06F04,13,2022-10-07 15:31:30,0.785,not used,J,C,06,F,04
1014,JC06F04,14,2022-10-07 15:31:37,0.829,not used,J,C,06,F,04
1015,JC06F04,15,2022-10-07 15:31:45,0.849,not used,J,C,06,F,04
1016,JC06F04,16,2022-10-07 15:31:53,0.750,not used,J,C,06,F,04
1017,JC06F04,17,2022-10-07 15:32:01,0.908,not used,J,C,06,F,04
1018,JC06F04,18,2022-10-07 15:32:09,1.210,not used,J,C,06,F,04
1019,JC06F04,19,2022-10-07 15:32:17,0.749,not used,J,C,06,F,04
1020,JC06F04,20,2022-10-07 15:32:25,1.002,not used,J,C,06,F,04
1021,JC06F04,21,2022-10-07 15:32:33,0.793,not used,J,C,06,F,04
1022,JC06F04,22,2022-10-07 15:32:40,0.867,not used,J,C,06,F,04
1023,JC06F04,23,2022-10-07 15:32:48,0.788,not used,J,C,06,F,04
1024,JC06F04,24,2022-10-07 15:32:55,0.828,not used,J,C,06,F,04
1025,JC06F04,25,2022-10-07 15:33:02,0.829,not used,J,C,06,F,04
1026,JC06F04,26,2022-10-07 15:33:11,0.911,not used,J,C,06,F,04
1027,JC06F04,27,2022-10-07 15:33:18,0.873,not used,J,C,06,F,04
1028,JC06F04,28,2022-10-07 15:33:27,0.797,not used,J,C,06,F,04
1029,JC06F04,29,2022-10-07 15:33:35,1.001,not used,J,C,06,F,04
1030,JC06F04,30,2022-10-07 15:33:44,0.831,not used,J,C,06,F,04
1031,JC06F04,31,2022-10-07 15:33:52,0.817,not used,J,C,06,F,04
1032,JC06F04,32,2022-10-07 15:34:00,0.995,not used,J,C,06,F,04
1033,JC06F04,33,2022-10-07 15:34:08,0.872,not used,J,C,06,F,04
1034,JC06F04,34,2022-10-07 15:34:18,1.015,not used,J,C,06,F,04
1035,JC06F04,35,2022-10-07 15:34:26,1.015,not used,J,C,06,F,04
1036,JC06F04,36,2022-10-07 15:34:34,0.845,not used,J,C,06,F,04
1037,JC06F04,37,2022-10-07 15:34:42,0.770,not used,J,C,06,F,04
1038,JC06F04,38,2022-10-07 15:34:50,0.845,not used,J,C,06,F,04
1039,JC06F04,39,2022-10-07 15:34:57,0.824,not used,J,C,06,F,04
1040,JC06F04,40,2022-10-07 15:35:05,0.744,not used,J,C,06,F,04
1041,JC06F04,41,2022-10-07 15:35:12,0.869,not used,J,C,06,F,04
1042,JC06F04,42,2022-10-07 15:35:21,0.882,not used,J,C,06,F,04
1043,JC06F04,43,2022-10-07 15:35:29,0.915,not used,J,C,06,F,04
1044,JC06F04,44,2022-10-07 15:35:39,0.750,not used,J,C,06,F,04
1045,JC06F04,45,2022-10-07 15:35:46,0.877,not used,J,C,06,F,04
1046,JC06F04,46,2022-10-07 15:36:03,0.926,not used,J,C,06,F,04
1047,JC06F04,47,2022-10-07 15:36:13,0.935,not used,J,C,06,F,04
1048,JC06F04,48,2022-10-07 15:36:25,0.772,not used,J,C,06,F,04
1049,JC06F04,49,2022-10-07 15:36:37,0.907,not used,J,C,06,F,04
1050,JC06F04,50,2022-10-07 15:36:48,0.911,not used,J,C,06,F,04
1051,JC06F04,51,2022-10-07 15:36:57,0.917,not used,J,C,06,F,04
1052,JC06F04,52,2022-10-07 15:37:06,0.955,not used,J,C,06,F,04
1053,JC06F04,53,2022-10-07 15:37:13,0.875,not used,J,C,06,F,04
1054,JC06F04,54,2022-10-07 15:37:21,0.825,not used,J,C,06,F,04
1055,JC06F04,55,2022-10-07 15:37:29,0.849,not used,J,C,06,F,04
1056,JC06F04,56,2022-10-07 15:37:38,0.843,not used,J,C,06,F,04
1057,JC06F04,57,2022-10-07 15:37:46,0.849,not used,J,C,06,F,04
1058,JC06F04,58,2022-10-07 15:37:56,0.823,not used,J,C,06,F,04
1059,JC06F04,59,2022-10-07 15:38:04,0.809,not used,J,C,06,F,04
1060,JC06F04,60,2022-10-07 15:38:12,0.680,not used,J,C,06,F,04
1069,JC06F03,1,2022-10-07 15:40:47,0.875,not used,J,C,06,F,03
1070,JC06F03,2,2022-10-07 15:40:54,0.919,not used,J,C,06,F,03
1071,JC06F03,3,2022-10-07 15:41:01,0.983,not used,J,C,06,F,03
1072,JC06F03,4,2022-10-07 15:41:09,0.897,not used,J,C,06,F,03
1073,JC06F03,5,2022-10-07 15:41:20,0.906,not used,J,C,06,F,03
1074,JC06F03,6,2022-10-07 15:41:29,0.952,not used,J,C,06,F,03
1075,JC06F03,7,2022-10-07 15:41:39,0.956,not used,J,C,06,F,03
1076,JC06F03,8,2022-10-07 15:41:46,0.938,not used,J,C,06,F,03
1077,JC06F03,9,2022-10-07 15:41:54,0.987,not used,J,C,06,F,03
1078,JC06F03,10,2022-10-07 15:42:02,0.959,not used,J,C,06,F,03
1079,JC06F03,11,2022-10-07 15:42:11,0.895,not used,J,C,06,F,03
1080,JC06F03,12,2022-10-07 15:42:22,1.124,not used,J,C,06,F,03
1081,JC06F03,13,2022-10-07 15:42:31,1.039,not used,J,C,06,F,03
1082,JC06F03,14,2022-10-07 15:42:38,0.992,not used,J,C,06,F,03
1083,JC06F03,15,2022-10-07 15:42:44,0.903,not used,J,C,06,F,03
1084,JC06F03,16,2022-10-07 15:42:52,1.087,not used,J,C,06,F,03
1085,JC06F03,17,2022-10-07 15:43:00,0.979,not used,J,C,06,F,03
1086,JC06F03,18,2022-10-07 15:43:08,0.970,not used,J,C,06,F,03
1087,JC06F03,19,2022-10-07 15:43:15,1.070,not used,J,C,06,F,03
1088,JC06F03,20,2022-10-07 15:43:24,0.871,not used,J,C,06,F,03
1089,JC06F03,21,2022-10-07 15:43:31,1.055,not used,J,C,06,F,03
1090,JC06F03,22,2022-10-07 15:43:39,0.971,not used,J,C,06,F,03
1091,JC06F03,23,2022-10-07 15:43:46,0.914,not used,J,C,06,F,03
1092,JC06F03,24,2022-10-07 15:43:54,1.017,not used,J,C,06,F,03
1093,JC06F03,25,2022-10-07 15:44:02,1.101,not used,J,C,06,F,03
1094,JC06F03,26,2022-10-07 15:44:10,1.043,not used,J,C,06,F,03
1095,JC06F03,27,2022-10-07 15:44:17,1.186,not used,J,C,06,F,03
1096,JC06F03,28,2022-10-07 15:44:26,0.911,not used,J,C,06,F,03
1097,JC06F03,29,2022-10-07 15:44:34,0.999,not used,J,C,06,F,03
1098,JC06F03,30,2022-10-07 15:44:41,0.902,not used,J,C,06,F,03
1099,JC06F03,31,2022-10-07 15:44:51,1.199,not used,J,C,06,F,03
1100,JC06F03,32,2022-10-07 15:44:58,1.003,not used,J,C,06,F,03
1101,JC06F03,33,2022-10-07 15:45:07,0.973,not used,J,C,06,F,03
1102,JC06F03,34,2022-10-07 15:45:15,1.097,not used,J,C,06,F,03
1103,JC06F03,35,2022-10-07 15:45:22,0.947,not used,J,C,06,F,03
1104,JC06F03,36,2022-10-07 15:45:28,0.968,not used,J,C,06,F,03
1105,JC06F03,37,2022-10-07 15:45:36,1.015,not used,J,C,06,F,03
1106,JC06F03,38,2022-10-07 15:45:43,0.941,not used,J,C,06,F,03
1107,JC06F03,39,2022-10-07 15:45:50,0.983,not used,J,C,06,F,03
1108,JC06F03,40,2022-10-07 15:46:00,1.091,not used,J,C,06,F,03
1109,JC06F03,41,2022-10-07 15:46:07,0.903,not used,J,C,06,F,03
1110,JC06F03,42,2022-10-07 15:46:14,0.928,not used,J,C,06,F,03
1111,JC06F03,43,2022-10-07 15:46:20,1.049,not used,J,C,06,F,03
1112,JC06F03,44,2022-10-07 15:46:30,0.895,not used,J,C,06,F,03
1113,JC06F03,45,2022-10-07 15:46:39,0.941,not used,J,C,06,F,03
1114,JC06F03,46,2022-10-07 15:46:46,0.998,not used,J,C,06,F,03
1115,JC06F03,47,2022-10-07 15:46:54,1.161,not used,J,C,06,F,03
1116,JC06F03,48,2022-10-07 15:47:04,1.012,not used,J,C,06,F,03
1117,JC06F03,49,2022-10-07 15:47:12,0.901,not used,J,C,06,F,03
1118,JC06F03,50,2022-10-07 15:47:19,0.957,not used,J,C,06,F,03
1119,JC06F03,51,2022-10-07 15:47:27,1.057,not used,J,C,06,F,03
1120,JC06F03,52,2022-10-07 15:47:34,1.003,not used,J,C,06,F,03
1121,JC06F03,53,2022-10-07 15:47:42,0.977,not used,J,C,06,F,03
1122,JC06F03,54,2022-10-07 15:47:49,1.084,not used,J,C,06,F,03
1123,JC06F03,55,2022-10-07 15:47:57,0.936,not used,J,C,06,F,03
1124,JC06F03,56,2022-10-07 15:48:05,0.873,not used,J,C,06,F,03
1125,JC06F03,57,2022-10-07 15:48:13,0.962,not used,J,C,06,F,03
1126,JC06F03,58,2022-10-07 15:48:20,1.075,not used,J,C,06,F,03
1127,JC06F03,59,2022-10-07 15:48:27,0.921,not used,J,C,06,F,03
1128,JC06F03,60,2022-10-07 15:48:34,1.020,not used,J,C,06,F,03
1137,JC06F02,1,2022-10-07 15:51:24,0.967,not used,J,C,06,F,02
1138,JC06F02,2,2022-10-07 15:51:31,0.818,not used,J,C,06,F,02
1139,JC06F02,3,2022-10-07 15:51:42,0.995,not used,J,C,06,F,02
1140,JC06F02,4,2022-10-07 15:51:51,0.884,not used,J,C,06,F,02
1141,JC06F02,5,2022-10-07 15:51:58,0.885,not used,J,C,06,F,02
1142,JC06F02,6,2022-10-07 15:52:05,0.991,not used,J,C,06,F,02
1143,JC06F02,7,2022-10-07 15:52:12,1.167,not used,J,C,06,F,02
1144,JC06F02,8,2022-10-07 15:52:24,0.920,not used,J,C,06,F,02
1145,JC06F02,9,2022-10-07 15:52:32,0.884,not used,J,C,06,F,02
1146,JC06F02,10,2022-10-07 15:52:40,0.976,not used,J,C,06,F,02
1147,JC06F02,11,2022-10-07 15:52:46,0.894,not used,J,C,06,F,02
1148,JC06F02,12,2022-10-07 15:52:54,1.062,not used,J,C,06,F,02
1149,JC06F02,13,2022-10-07 15:53:02,0.919,not used,J,C,06,F,02
1150,JC06F02,14,2022-10-07 15:53:10,0.996,not used,J,C,06,F,02
1151,JC06F02,15,2022-10-07 15:53:18,1.035,not used,J,C,06,F,02
1152,JC06F02,16,2022-10-07 15:53:25,0.768,not used,J,C,06,F,02
1153,JC06F02,17,2022-10-07 15:53:33,0.946,not used,J,C,06,F,02
1154,JC06F02,18,2022-10-07 15:53:41,0.908,not used,J,C,06,F,02
1155,JC06F02,19,2022-10-07 15:53:47,0.990,not used,J,C,06,F,02
1156,JC06F02,20,2022-10-07 15:53:55,0.988,not used,J,C,06,F,02
1157,JC06F02,21,2022-10-07 15:54:02,0.882,not used,J,C,06,F,02
1158,JC06F02,22,2022-10-07 15:54:08,0.938,not used,J,C,06,F,02
1159,JC06F02,23,2022-10-07 15:54:17,0.942,not used,J,C,06,F,02
1160,JC06F02,24,2022-10-07 15:54:25,0.857,not used,J,C,06,F,02
1161,JC06F02,25,2022-10-07 15:54:32,0.974,not used,J,C,06,F,02
1162,JC06F02,26,2022-10-07 15:54:40,0.779,not used,J,C,06,F,02
1163,JC06F02,27,2022-10-07 15:54:49,0.795,not used,J,C,06,F,02
1164,JC06F02,28,2022-10-07 15:54:56,1.037,not used,J,C,06,F,02
1165,JC06F02,29,2022-10-07 15:55:03,0.900,not used,J,C,06,F,02
1166,JC06F02,30,2022-10-07 15:55:10,1.011,not used,J,C,06,F,02
1167,JC06F02,31,2022-10-07 15:55:17,0.850,not used,J,C,06,F,02
1168,JC06F02,32,2022-10-07 15:55:29,0.945,not used,J,C,06,F,02
1169,JC06F02,33,2022-10-07 15:55:35,0.992,not used,J,C,06,F,02
1170,JC06F02,34,2022-10-07 15:55:42,1.072,not used,J,C,06,F,02
1171,JC06F02,35,2022-10-07 15:55:49,0.967,not used,J,C,06,F,02
1172,JC06F02,36,2022-10-07 15:55:56,0.922,not used,J,C,06,F,02
1173,JC06F02,37,2022-10-07 15:56:04,0.896,not used,J,C,06,F,02
1174,JC06F02,38,2022-10-07 15:56:12,0.983,not used,J,C,06,F,02
1175,JC06F02,39,2022-10-07 15:56:20,0.907,not used,J,C,06,F,02
1176,JC06F02,40,2022-10-07 15:56:29,0.840,not used,J,C,06,F,02
1177,JC06F02,41,2022-10-07 15:56:35,1.014,not used,J,C,06,F,02
1178,JC06F02,42,2022-10-07 15:56:42,0.896,not used,J,C,06,F,02
1179,JC06F02,43,2022-10-07 15:56:49,1.052,not used,J,C,06,F,02
1180,JC06F02,44,2022-10-07 15:56:55,0.853,not used,J,C,06,F,02
1181,JC06F02,45,2022-10-07 15:57:02,0.923,not used,J,C,06,F,02
1182,JC06F02,46,2022-10-07 15:57:10,0.965,not used,J,C,06,F,02
1183,JC06F02,47,2022-10-07 15:57:17,0.967,not used,J,C,06,F,02
1184,JC06F02,48,2022-10-07 15:57:27,1.031,not used,J,C,06,F,02
1185,JC06F02,49,2022-10-07 15:57:34,0.995,not used,J,C,06,F,02
1186,JC06F02,50,2022-10-07 15:57:41,0.995,not used,J,C,06,F,02
1187,JC06F02,51,2022-10-07 15:57:47,0.926,not used,J,C,06,F,02
1188,JC06F02,52,2022-10-07 15:57:57,0.891,not used,J,C,06,F,02
1189,JC06F02,53,2022-10-07 15:58:05,0.846,not used,J,C,06,F,02
1190,JC06F02,54,2022-10-07 15:58:17,0.905,not used,J,C,06,F,02
1191,JC06F02,55,2022-10-07 15:58:24,0.846,not used,J,C,06,F,02
1192,JC06F02,56,2022-10-07 15:58:33,0.916,not used,J,C,06,F,02
1193,JC06F02,57,2022-10-07 15:58:40,1.045,not used,J,C,06,F,02
1194,JC06F02,58,2022-10-07 15:58:52,1.102,not used,J,C,06,F,02
1195,JC06F02,59,2022-10-07 15:58:58,0.847,not used,J,C,06,F,02
1196,JC06F02,60,2022-10-07 15:59:05,0.897,not used,J,C,06,F,02
1205,JC06F01,1,2022-10-07 16:01:31,1.009,not used,J,C,06,F,01
1206,JC06F01,2,2022-10-07 16:01:37,0.951,not used,J,C,06,F,01
1207,JC06F01,3,2022-10-07 16:01:44,0.861,not used,J,C,06,F,01
1208,JC06F01,4,2022-10-07 16:01:51,0.920,not used,J,C,06,F,01
1209,JC06F01,5,2022-10-07 16:01:57,0.893,not used,J,C,06,F,01
1210,JC06F01,6,2022-10-07 16:02:03,0.887,not used,J,C,06,F,01
