,file,number,date_time,weight,Sex_Limit_Category,species,farm,house,gender,pen
422,JC06F16,43,2022-10-07 14:04:47,1.033,not used,J,C,06,F,16
423,JC06F16,44,2022-10-07 14:04:55,0.891,not used,J,C,06,F,16
424,JC06F16,45,2022-10-07 14:05:01,0.908,not used,J,C,06,F,16
425,JC06F16,46,2022-10-07 14:05:11,1.021,not used,J,C,06,F,16
426,JC06F16,47,2022-10-07 14:05:21,0.931,not used,J,C,06,F,16
427,JC06F16,48,2022-10-07 14:05:27,0.842,not used,J,C,06,F,16
428,JC06F16,49,2022-10-07 14:05:33,0.906,not used,J,C,06,F,16
429,JC06F16,50,2022-10-07 14:05:44,0.919,not used,J,C,06,F,16
430,JC06F16,51,2022-10-07 14:05:51,0.898,not used,J,C,06,F,16
431,JC06F16,52,2022-10-07 14:05:59,1.031,not used,J,C,06,F,16
432,JC06F16,53,2022-10-07 14:06:06,0.966,not used,J,C,06,F,16
433,JC06F16,54,2022-10-07 14:06:13,0.791,not used,J,C,06,F,16
434,JC06F16,55,2022-10-07 14:06:19,0.924,not used,J,C,06,F,16
435,JC06F16,56,2022-10-07 14:06:26,0.929,not used,J,C,06,F,16
436,JC06F16,57,2022-10-07 14:06:32,0.870,not used,J,C,06,F,16
437,JC06F16,58,2022-10-07 14:06:39,0.839,not used,J,C,06,F,16
438,JC06F16,59,2022-10-07 14:06:47,0.928,not used,J,C,06,F,16
439,JC06F16,60,2022-10-07 14:06:53,0.884,not used,J,C,06,F,16
448,JC06F12,1,2022-10-07 14:09:37,0.910,not used,J,C,06,F,12
449,JC06F12,2,2022-10-07 14:09:45,0.988,not used,J,C,06,F,12
450,JC06F12,3,2022-10-07 14:09:51,0.838,not used,J,C,06,F,12
451,JC06F12,4,2022-10-07 14:09:58,0.912,not used,J,C,06,F,12
452,JC06F12,5,2022-10-07 14:10:05,0.908,not used,J,C,06,F,12
453,JC06F12,6,2022-10-07 14:10:11,0.910,not used,J,C,06,F,12
454,JC06F12,7,2022-10-07 14:10:19,0.950,not used,J,C,06,F,12
455,JC06F12,8,2022-10-07 14:10:26,0.957,not used,J,C,06,F,12
456,JC06F12,9,2022-10-07 14:10:33,0.910,not used,J,C,06,F,12
457,JC06F12,10,2022-10-07 14:10:40,0.935,not used,J,C,06,F,12
458,JC06F12,11,2022-10-07 14:10:50,0.966,not used,J,C,06,F,12
459,JC06F12,12,2022-10-07 14:10:57,1.006,not used,J,C,06,F,12
460,JC06F12,13,2022-10-07 14:11:03,0.885,not used,J,C,06,F,12
461,JC06F12,14,2022-10-07 14:11:09,0.770,not used,J,C,06,F,12
462,JC06F12,15,2022-10-07 14:11:16,1.024,not used,J,C,06,F,12
463,JC06F12,16,2022-10-07 14:11:22,1.003,not used,J,C,06,F,12
464,JC06F12,17,2022-10-07 14:11:28,0.871,not used,J,C,06,F,12
465,JC06F12,18,2022-10-07 14:11:35,0.860,not used,J,C,06,F,12
466,JC06F12,19,2022-10-07 14:11:42,0.930,not used,J,C,06,F,12
467,JC06F12,20,2022-10-07 14:11:49,0.936,not used,J,C,06,F,12
468,JC06F12,21,2022-10-07 14:11:56,1.057,not used,J,C,06,F,12
469,JC06F12,22,2022-10-07 14:12:03,0.830,not used,J,C,06,F,12
470,JC06F12,23,2022-10-07 14:12:10,1.014,not used,J,C,06,F,12
471,JC06F12,24,2022-10-07 14:12:17,0.818,not used,J,C,06,F,12
472,JC06F12,25,2022-10-07 14:12:23,0.882,not used,J,C,06,F,12
473,JC06F12,26,2022-10-07 14:12:30,0.846,not used,J,C,06,F,12
474,JC06F12,27,2022-10-07 14:12:39,0.965,not used,J,C,06,F,12
475,JC06F12,28,2022-10-07 14:12:46,1.061,not used,J,C,06,F,12
476,JC06F12,29,2022-10-07 14:12:54,0.801,not used,J,C,06,F,12
477,JC06F12,30,2022-10-07 14:13:01,0.834,not used,J,C,06,F,12
478,JC06F12,31,2022-10-07 14:13:08,1.020,not used,J,C,06,F,12
479,JC06F12,32,2022-10-07 14:13:15,0.957,not used,J,C,06,F,12
480,JC06F12,33,2022-10-07 14:13:22,0.961,not used,J,C,06,F,12
481,JC06F12,34,2022-10-07 14:13:30,0.989,not used,J,C,06,F,12
482,JC06F12,35,2022-10-07 14:13:36,1.130,not used,J,C,06,F,12
483,JC06F12,36,2022-10-07 14:13:43,1.001,not used,J,C,06,F,12
484,JC06F12,37,2022-10-07 14:13:50,0.793,not used,J,C,06,F,12
485,JC06F12,38,2022-10-07 14:13:57,1.101,not used,J,C,06,F,12
486,JC06F12,39,2022-10-07 14:14:04,0.842,not used,J,C,06,F,12
487,JC06F12,40,2022-10-07 14:14:11,0.868,not used,J,C,06,F,12
488,JC06F12,41,2022-10-07 14:14:19,0.929,not used,J,C,06,F,12
489,JC06F12,42,2022-10-07 14:14:26,0.856,not used,J,C,06,F,12
490,JC06F12,43,2022-10-07 14:14:32,0.912,not used,J,C,06,F,12
491,JC06F12,44,2022-10-07 14:14:39,0.869,not used,J,C,06,F,12
492,JC06F12,45,2022-10-07 14:14:46,0.930,not used,J,C,06,F,12
493,JC06F12,46,2022-10-07 14:14:53,1.027,not used,J,C,06,F,12
494,JC06F12,47,2022-10-07 14:15:00,0.941,not used,J,C,06,F,12
495,JC06F12,48,2022-10-07 14:15:08,0.989,not used,J,C,06,F,12
496,JC06F12,49,2022-10-07 14:15:14,0.996,not used,J,C,06,F,12
497,JC06F12,50,2022-10-07 14:15:22,0.903,not used,J,C,06,F,12
498,JC06F12,51,2022-10-07 14:15:29,0.916,not used,J,C,06,F,12
499,JC06F12,52,2022-10-07 14:15:36,0.842,not used,J,C,06,F,12
500,JC06F12,53,2022-10-07 14:15:44,0.854,not used,J,C,06,F,12
501,JC06F12,54,2022-10-07 14:15:50,0.883,not used,J,C,06,F,12
502,JC06F12,55,2022-10-07 14:15:57,0.958,not used,J,C,06,F,12
503,JC06F12,56,2022-10-07 14:16:03,1.053,not used,J,C,06,F,12
504,JC06F12,57,2022-10-07 14:16:10,0.843,not used,J,C,06,F,12
505,JC06F12,58,2022-10-07 14:16:17,0.861,not used,J,C,06,F,12
506,JC06F12,59,2022-10-07 14:16:28,1.002,not used,J,C,06,F,12
507,JC06F12,60,2022-10-07 14:16:34,0.920,not used,J,C,06,F,12
516,JC06F11,1,2022-10-07 14:18:39,1.003,not used,J,C,06,F,11
517,JC06F11,2,2022-10-07 14:18:51,0.967,not used,J,C,06,F,11
518,JC06F11,3,2022-10-07 14:18:57,0.874,not used,J,C,06,F,11
519,JC06F11,4,2022-10-07 14:19:04,0.956,not used,J,C,06,F,11
520,JC06F11,5,2022-10-07 14:19:12,0.886,not used,J,C,06,F,11
521,JC06F11,6,2022-10-07 14:19:18,0.848,not used,J,C,06,F,11
522,JC06F11,7,2022-10-07 14:19:24,0.903,not used,J,C,06,F,11
523,JC06F11,8,2022-10-07 14:19:31,0.918,not used,J,C,06,F,11
524,JC06F11,9,2022-10-07 14:19:37,0.989,not used,J,C,06,F,11
525,JC06F11,10,2022-10-07 14:19:47,0.860,not used,J,C,06,F,11
526,JC06F11,11,2022-10-07 14:19:54,1.004,not used,J,C,06,F,11
527,JC06F11,12,2022-10-07 14:20:00,0.947,not used,J,C,06,F,11
528,JC06F11,13,2022-10-07 14:20:10,0.886,not used,J,C,06,F,11
529,JC06F11,14,2022-10-07 14:20:19,0.892,not used,J,C,06,F,11
530,JC06F11,15,2022-10-07 14:20:26,0.926,not used,J,C,06,F,11
531,JC06F11,16,2022-10-07 14:20:33,0.885,not used,J,C,06,F,11
532,JC06F11,17,2022-10-07 14:20:40,0.716,not used,J,C,06,F,11
533,JC06F11,18,2022-10-07 14:20:47,0.921,not used,J,C,06,F,11
534,JC06F11,19,2022-10-07 14:20:55,0.860,not used,J,C,06,F,11
535,JC06F11,20,2022-10-07 14:21:01,0.905,not used,J,C,06,F,11
536,JC06F11,21,2022-10-07 14:21:09,1.049,not used,J,C,06,F,11
537,JC06F11,22,2022-10-07 14:21:16,0.876,not used,J,C,06,F,11
538,JC06F11,23,2022-10-07 14:21:23,0.915,not used,J,C,06,F,11
539,JC06F11,24,2022-10-07 14:21:30,0.928,not used,J,C,06,F,11
540,JC06F11,25,2022-10-07 14:21:36,1.045,not used,J,C,06,F,11
541,JC06F11,26,2022-10-07 14:21:44,1.037,not used,J,C,06,F,11
542,JC06F11,27,2022-10-07 14:21:51,0.853,not used,J,C,06,F,11
543,JC06F11,28,2022-10-07 14:21:57,0.774,not used,J,C,06,F,11
544,JC06F11,29,2022-10-07 14:22:04,0.928,not used,J,C,06,F,11
545,JC06F11,30,2022-10-07 14:22:10,1.064,not used,J,C,06,F,11
546,JC06F11,31,2022-10-07 14:22:16,0.902,not used,J,C,06,F,11
547,JC06F11,32,2022-10-07 14:22:23,1.120,not used,J,C,06,F,11
548,JC06F11,33,2022-10-07 14:22:30,0.932,not used,J,C,06,F,11
549,JC06F11,34,2022-10-07 14:22:37,0.990,not used,J,C,06,F,11
550,JC06F11,35,2022-10-07 14:22:45,1.019,not used,J,C,06,F,11
551,JC06F11,36,2022-10-07 14:22:51,0.864,not used,J,C,06,F,11
552,JC06F11,37,2022-10-07 14:22:58,0.866,not used,J,C,06,F,11
553,JC06F11,38,2022-10-07 14:23:05,0.952,not used,J,C,06,F,11
554,JC06F11,39,2022-10-07 14:23:18,0.922,not used,J,C,06,F,11
555,JC06F11,40,2022-10-07 14:23:25,1.058,not used,J,C,06,F,11
556,JC06F11,41,2022-10-07 14:23:33,0.954,not used,J,C,06,F,11
557,JC06F11,42,2022-10-07 14:23:40,0.861,not used,J,C,06,F,11
558,JC06F11,43,2022-10-07 14:23:48,1.049,not used,J,C,06,F,11
559,JC06F11,44,2022-10-07 14:23:54,0.826,not used,J,C,06,F,11
560,JC06F11,45,2022-10-07 14:24:02,0.819,not used,J,C,06,F,11
561,JC06F11,46,2022-10-07 14:24:10,0.932,not used,J,C,06,F,11
562,JC06F11,47,2022-10-07 14:24:17,0.918,not used,J,C,06,F,11
563,JC06F11,48,2022-10-07 14:24:24,0.897,not used,J,C,06,F,11
564,JC06F11,49,2022-10-07 14:24:31,0.908,not used,J,C,06,F,11
565,JC06F11,50,2022-10-07 14:24:37,0.924,not used,J,C,06,F,11
566,JC06F11,51,2022-10-07 14:24:45,0.932,not used,J,C,06,F,11
567,JC06F11,52,2022-10-07 14:24:51,0.872,not used,J,C,06,F,11
568,JC06F11,53,2022-10-07 14:24:59,0.958,not used,J,C,06,F,11
569,JC06F11,54,2022-10-07 14:25:07,0.967,not used,J,C,06,F,11
570,JC06F11,55,2022-10-07 14:25:13,0.977,not used,J,C,06,F,11
571,JC06F11,56,2022-10-07 14:25:20,0.938,not used,J,C,06,F,11
572,JC06F11,57,2022-10-07 14:25:28,0.882,not used,J,C,06,F,11
573,JC06F11,58,2022-10-07 14:25:34,0.871,not used,J,C,06,F,11
574,JC06F11,59,2022-10-07 14:25:40,0.940,not used,J,C,06,F,11
575,JC06F11,60,2022-10-07 14:25:47,0.998,not used,J,C,06,F,11
584,JC06F10,1,2022-10-07 14:28:34,0.874,not used,J,C,06,F,10
585,JC06F10,2,2022-10-07 14:28:41,1.146,not used,J,C,06,F,10
586,JC06F10,3,2022-10-07 14:28:48,1.033,not used,J,C,06,F,10
587,JC06F10,4,2022-10-07 14:28:55,0.921,not used,J,C,06,F,10
588,JC06F10,5,2022-10-07 14:29:02,0.891,not used,J,C,06,F,10
589,JC06F10,6,2022-10-07 14:29:12,1.017,not used,J,C,06,F,10
590,JC06F10,7,2022-10-07 14:29:19,0.897,not used,J,C,06,F,10
591,JC06F10,8,2022-10-07 14:29:34,0.836,not used,J,C,06,F,10
592,JC06F10,9,2022-10-07 14:29:41,0.909,not used,J,C,06,F,10
593,JC06F10,10,2022-10-07 14:29:50,0.844,not used,J,C,06,F,10
594,JC06F10,11,2022-10-07 14:29:56,0.858,not used,J,C,06,F,10
595,JC06F10,12,2022-10-07 14:30:03,1.034,not used,J,C,06,F,10
596,JC06F10,13,2022-10-07 14:30:09,1.051,not used,J,C,06,F,10
597,JC06F10,14,2022-10-07 14:30:16,0.943,not used,J,C,06,F,10
598,JC06F10,15,2022-10-07 14:30:22,0.941,not used,J,C,06,F,10
599,JC06F10,16,2022-10-07 14:30:29,1.029,not used,J,C,06,F,10
600,JC06F10,17,2022-10-07 14:30:36,0.938,not used,J,C,06,F,10
601,JC06F10,18,2022-10-07 14:30:42,0.829,not used,J,C,06,F,10
602,JC06F10,19,2022-10-07 14:30:50,0.953,not used,J,C,06,F,10
603,JC06F10,20,2022-10-07 14:30:57,1.038,not used,J,C,06,F,10
604,JC06F10,21,2022-10-07 14:31:10,0.893,not used,J,C,06,F,10
605,JC06F10,22,2022-10-07 14:31:17,1.140,not used,J,C,06,F,10
606,JC06F10,23,2022-10-07 14:31:23,0.912,not used,J,C,06,F,10
607,JC06F10,24,2022-10-07 14:31:30,0.950,not used,J,C,06,F,10
608,JC06F10,25,2022-10-07 14:31:38,0.894,not used,J,C,06,F,10
609,JC06F10,26,2022-10-07 14:31:44,1.048,not used,J,C,06,F,10
610,JC06F10,27,2022-10-07 14:31:51,0.907,not used,J,C,06,F,10
611,JC06F10,28,2022-10-07 14:31:57,0.974,not used,J,C,06,F,10
612,JC06F10,29,2022-10-07 14:32:04,1.006,not used,J,C,06,F,10
613,JC06F10,30,2022-10-07 14:32:10,0.927,not used,J,C,06,F,10
614,JC06F10,31,2022-10-07 14:32:16,0.954,not used,J,C,06,F,10
615,JC06F10,32,2022-10-07 14:32:27,0.862,not used,J,C,06,F,10
616,JC06F10,33,2022-10-07 14:32:34,0.928,not used,J,C,06,F,10
617,JC06F10,34,2022-10-07 14:32:40,0.887,not used,J,C,06,F,10
618,JC06F10,35,2022-10-07 14:32:47,0.892,not used,J,C,06,F,10
619,JC06F10,36,2022-10-07 14:32:58,0.935,not used,J,C,06,F,10
620,JC06F10,37,2022-10-07 14:33:05,0.934,not used,J,C,06,F,10
621,JC06F10,38,2022-10-07 14:33:12,0.915,not used,J,C,06,F,10
622,JC06F10,39,2022-10-07 14:33:19,0.947,not used,J,C,06,F,10
623,JC06F10,40,2022-10-07 14:33:26,0.881,not used,J,C,06,F,10
624,JC06F10,41,2022-10-07 14:33:32,0.813,not used,J,C,06,F,10
625,JC06F10,42,2022-10-07 14:33:38,0.959,not used,J,C,06,F,10
626,JC06F10,43,2022-10-07 14:33:45,1.070,not used,J,C,06,F,10
627,JC06F10,44,2022-10-07 14:33:52,0.955,not used,J,C,06,F,10
628,JC06F10,45,2022-10-07 14:33:58,0.926,not used,J,C,06,F,10
629,JC06F10,46,2022-10-07 14:34:06,1.123,not used,J,C,06,F,10
630,JC06F10,47,2022-10-07 14:34:12,0.902,not used,J,C,06,F,10
631,JC06F10,48,2022-10-07 14:34:20,0.989,not used,J,C,06,F,10
632,JC06F10,49,2022-10-07 14:34:26,0.884,not used,J,C,06,F,10
633,JC06F10,50,2022-10-07 14:34:32,0.926,not used,J,C,06,F,10
634,JC06F10,51,2022-10-07 14:34:39,0.920,not used,J,C,06,F,10
635,JC06F10,52,2022-10-07 14:34:46,0.928,not used,J,C,06,F,10
636,JC06F10,53,2022-10-07 14:34:52,1.001,not used,J,C,06,F,10
637,JC06F10,54,2022-10-07 14:35:00,0.946,not used,J,C,06,F,10
638,JC06F10,55,2022-10-07 14:35:06,0.937,not used,J,C,06,F,10
639,JC06F10,56,2022-10-07 14:35:13,0.972,not used,J,C,06,F,10
640,JC06F10,57,2022-10-07 14:35:21,0.994,not used,J,C,06,F,10
641,JC06F10,58,2022-10-07 14:35:28,0.886,not used,J,C,06,F,10
642,JC06F10,59,2022-10-07 14:35:35,0.941,not used,J,C,06,F,10
643,JC06F10,60,2022-10-07 14:35:41,1.055,not used,J,C,06,F,10
652,JC06F09,1,2022-10-07 14:38:53,0.950,not used,J,C,06,F,09
653,JC06F09,2,2022-10-07 14:39:06,1.091,not used,J,C,06,F,09
654,JC06F09,3,2022-10-07 14:39:14,1.068,not used,J,C,06,F,09
655,JC06F09,4,2022-10-07 14:39:27,0.968,not used,J,C,06,F,09
656,JC06F09,5,2022-10-07 14:39:34,0.944,not used,J,C,06,F,09
657,JC06F09,6,2022-10-07 14:39:42,1.090,not used,J,C,06,F,09
658,JC06F09,7,2022-10-07 14:39:48,1.130,not used,J,C,06,F,09
659,JC06F09,8,2022-10-07 14:39:55,1.045,not used,J,C,06,F,09
660,JC06F09,9,2022-10-07 14:40:02,1.024,not used,J,C,06,F,09
661,JC06F09,10,2022-10-07 14:40:08,1.004,not used,J,C,06,F,09
662,JC06F09,11,2022-10-07 14:40:15,0.954,not used,J,C,06,F,09
663,JC06F09,12,2022-10-07 14:40:21,1.007,not used,J,C,06,F,09
664,JC06F09,13,2022-10-07 14:40:29,0.966,not used,J,C,06,F,09
665,JC06F09,14,2022-10-07 14:40:36,1.153,not used,J,C,06,F,09
666,JC06F09,15,2022-10-07 14:40:43,0.935,not used,J,C,06,F,09
667,JC06F09,16,2022-10-07 14:40:50,0.968,not used,J,C,06,F,09
668,JC06F09,17,2022-10-07 14:40:57,1.012,not used,J,C,06,F,09
669,JC06F09,18,2022-10-07 14:41:04,0.992,not used,J,C,06,F,09
670,JC06F09,19,2022-10-07 14:41:11,0.957,not used,J,C,06,F,09
671,JC06F09,20,2022-10-07 14:41:18,0.880,not used,J,C,06,F,09
672,JC06F09,21,2022-10-07 14:41:25,0.989,not used,J,C,06,F,09
673,JC06F09,22,2022-10-07 14:41:35,1.062,not used,J,C,06,F,09
674,JC06F09,23,2022-10-07 14:41:43,0.990,not used,J,C,06,F,09
675,JC06F09,24,2022-10-07 14:41:49,0.998,not used,J,C,06,F,09
676,JC06F09,25,2022-10-07 14:41:57,1.119,not used,J,C,06,F,09
677,JC06F09,26,2022-10-07 14:42:04,0.972,not used,J,C,06,F,09
678,JC06F09,27,2022-10-07 14:42:12,0.911,not used,J,C,06,F,09
679,JC06F09,28,2022-10-07 14:42:19,1.092,not used,J,C,06,F,09
680,JC06F09,29,2022-10-07 14:42:26,1.072,not used,J,C,06,F,09
681,JC06F09,30,2022-10-07 14:42:44,1.005,not used,J,C,06,F,09
682,JC06F09,31,2022-10-07 14:42:51,0.973,not used,J,C,06,F,09
683,JC06F09,32,2022-10-07 14:42:58,0.846,not used,J,C,06,F,09
684,JC06F09,33,2022-10-07 14:43:06,1.018,not used,J,C,06,F,09
685,JC06F09,34,2022-10-07 14:43:13,0.867,not used,J,C,06,F,09
686,JC06F09,35,2022-10-07 14:43:21,0.927,not used,J,C,06,F,09
687,JC06F09,36,2022-10-07 14:43:28,0.907,not used,J,C,06,F,09
688,JC06F09,37,2022-10-07 14:43:35,0.965,not used,J,C,06,F,09
689,JC06F09,38,2022-10-07 14:43:42,0.944,not used,J,C,06,F,09
690,JC06F09,39,2022-10-07 14:43:49,1.007,not used,J,C,06,F,09
691,JC06F09,40,2022-10-07 14:43:56,0.972,not used,J,C,06,F,09
692,JC06F09,41,2022-10-07 14:44:03,0.844,not used,J,C,06,F,09
693,JC06F09,42,2022-10-07 14:44:10,1.025,not used,J,C,06,F,09
694,JC06F09,43,2022-10-07 14:44:18,1.028,not used,J,C,06,F,09
695,JC06F09,44,2022-10-07 14:44:25,0.959,not used,J,C,06,F,09
696,JC06F09,45,2022-10-07 14:44:31,0.848,not used,J,C,06,F,09
697,JC06F09,46,2022-10-07 14:44:39,1.071,not used,J,C,06,F,09
698,JC06F09,47,2022-10-07 14:44:46,1.017,not used,J,C,06,F,09
699,JC06F09,48,2022-10-07 14:44:53,0.931,not used,J,C,06,F,09
700,JC06F09,49,2022-10-07 14:45:08,1.017,not used,J,C,06,F,09
701,JC06F09,50,2022-10-07 14:45:15,1.174,not used,J,C,06,F,09
702,JC06F09,51,2022-10-07 14:45:23,1.021,not used,J,C,06,F,09
703,JC06F09,52,2022-10-07 14:45:31,1.109,not used,J,C,06,F,09
704,JC06F09,53,2022-10-07 14:45:38,1.003,not used,J,C,06,F,09
705,JC06F09,54,2022-10-07 14:45:45,1.128,not used,J,C,06,F,09
706,JC06F09,55,2022-10-07 14:45:52,1.144,not used,J,C,06,F,09
707,JC06F09,56,2022-10-07 14:45:58,0.988,not used,J,C,06,F,09
708,JC06F09,57,2022-10-07 14:46:05,0.881,not used,J,C,06,F,09
709,JC06F09,58,2022-10-07 14:46:12,1.022,not used,J,C,06,F,09
710,JC06F09,59,2022-10-07 14:46:19,0.896,not used,J,C,06,F,09
711,JC06F09,60,2022-10-07 14:46:26,1.036,not used,J,C,06,F,09
720,JC06F08,1,2022-10-07 14:48:59,0.977,not used,J,C,06,F,08
721,JC06F08,2,2022-10-07 14:49:11,0.897,not used,J,C,06,F,08
722,JC06F08,3,2022-10-07 14:49:19,1.169,not used,J,C,06,F,08
723,JC06F08,4,2022-10-07 14:49:28,0.996,not used,J,C,06,F,08
724,JC06F08,5,2022-10-07 14:49:36,0.980,not used,J,C,06,F,08
725,JC06F08,6,2022-10-07 14:49:48,1.047,not used,J,C,06,F,08
726,JC06F08,7,2022-10-07 14:49:55,0.888,not used,J,C,06,F,08
727,JC06F08,8,2022-10-07 14:50:02,0.969,not used,J,C,06,F,08
728,JC06F08,9,2022-10-07 14:50:13,1.078,not used,J,C,06,F,08
729,JC06F08,10,2022-10-07 14:50:22,0.966,not used,J,C,06,F,08
730,JC06F08,11,2022-10-07 14:50:29,1.010,not used,J,C,06,F,08
731,JC06F08,12,2022-10-07 14:50:37,0.980,not used,J,C,06,F,08
732,JC06F08,13,2022-10-07 14:50:44,1.117,not used,J,C,06,F,08
733,JC06F08,14,2022-10-07 14:50:51,1.029,not used,J,C,06,F,08
734,JC06F08,15,2022-10-07 14:50:58,0.905,not used,J,C,06,F,08
735,JC06F08,16,2022-10-07 14:51:04,1.065,not used,J,C,06,F,08
736,JC06F08,17,2022-10-07 14:51:13,1.012,not used,J,C,06,F,08
737,JC06F08,18,2022-10-07 14:51:20,0.948,not used,J,C,06,F,08
738,JC06F08,19,2022-10-07 14:51:27,1.062,not used,J,C,06,F,08
739,JC06F08,20,2022-10-07 14:51:34,1.100,not used,J,C,06,F,08
740,JC06F08,21,2022-10-07 14:51:42,0.959,not used,J,C,06,F,08
741,JC06F08,22,2022-10-07 14:51:50,0.922,not used,J,C,06,F,08
742,JC06F08,23,2022-10-07 14:51:56,1.085,not used,J,C,06,F,08
743,JC06F08,24,2022-10-07 14:52:04,0.957,not used,J,C,06,F,08
744,JC06F08,25,2022-10-07 14:52:10,0.928,not used,J,C,06,F,08
745,JC06F08,26,2022-10-07 14:52:17,1.026,not used,J,C,06,F,08
746,JC06F08,27,2022-10-07 14:52:23,1.027,not used,J,C,06,F,08
747,JC06F08,28,2022-10-07 14:52:30,0.963,not used,J,C,06,F,08
748,JC06F08,29,2022-10-07 14:52:37,0.885,not used,J,C,06,F,08
749,JC06F08,30,2022-10-07 14:52:45,1.055,not used,J,C,06,F,08
750,JC06F08,31,2022-10-07 14:52:51,1.073,not used,J,C,06,F,08
751,JC06F08,32,2022-10-07 14:52:57,0.988,not used,J,C,06,F,08
752,JC06F08,33,2022-10-07 14:53:04,0.999,not used,J,C,06,F,08
753,JC06F08,34,2022-10-07 14:53:11,1.117,not used,J,C,06,F,08
754,JC06F08,35,2022-10-07 14:53:17,0.971,not used,J,C,06,F,08
755,JC06F08,36,2022-10-07 14:53:24,0.871,not used,J,C,06,F,08
756,JC06F08,37,2022-10-07 14:53:31,0.974,not used,J,C,06,F,08
757,JC06F08,38,2022-10-07 14:53:39,1.066,not used,J,C,06,F,08
758,JC06F08,39,2022-10-07 14:53:45,1.020,not used,J,C,06,F,08
759,JC06F08,40,2022-10-07 14:53:53,0.939,not used,J,C,06,F,08
760,JC06F08,41,2022-10-07 14:53:59,0.917,not used,J,C,06,F,08
761,JC06F08,42,2022-10-07 14:54:06,1.121,not used,J,C,06,F,08
762,JC06F08,43,2022-10-07 14:54:12,0.943,not used,J,C,06,F,08
763,JC06F08,44,2022-10-07 14:54:20,0.977,not used,J,C,06,F,08
764,JC06F08,45,2022-10-07 14:54:27,0.930,not used,J,C,06,F,08
765,JC06F08,46,2022-10-07 14:54:33,0.877,not used,J,C,06,F,08
766,JC06F08,47,2022-10-07 14:54:40,0.993,not used,J,C,06,F,08
767,JC06F08,48,2022-10-07 14:54:48,0.983,not used,J,C,06,F,08
768,JC06F08,49,2022-10-07 14:54:54,0.872,not used,J,C,06,F,08
769,JC06F08,50,2022-10-07 14:55:01,1.044,not used,J,C,06,F,08
770,JC06F08,51,2022-10-07 14:55:13,0.908,not used,J,C,06,F,08
771,JC06F08,52,2022-10-07 14:55:20,0.927,not used,J,C,06,F,08
772,JC06F08,53,2022-10-07 14:55:28,1.022,not used,J,C,06,F,08
773,JC06F08,54,2022-10-07 14:55:35,1.073,not used,J,C,06,F,08
774,JC06F08,55,2022-10-07 14:55:42,0.884,not used,J,C,06,F,08
775,JC06F08,56,2022-10-07 14:55:49,0.927,not used,J,C,06,F,08
776,JC06F08,57,2022-10-07 14:55:55,0.930,not used,J,C,06,F,08
777,JC06F08,58,2022-10-07 14:56:02,0.940,not used,J,C,06,F,08
778,JC06F08,59,2022-10-07 14:56:10,1.154,not used,J,C,06,F,08
779,JC06F08,60,2022-10-07 14:56:16,0.872,not used,J,C,06,F,08
788,JC06F07,1,2022-10-07 14:58:18,1.022,not used,J,C,06,F,07
789,JC06F07,2,2022-10-07 14:58:32,0.971,not used,J,C,06,F,07
790,JC06F07,3,2022-10-07 14:58:40,0.896,not used,J,C,06,F,07
791,JC06F07,4,2022-10-07 14:58:47,0.908,not used,J,C,06,F,07
792,JC06F07,5,2022-10-07 14:58:53,1.152,not used,J,C,06,F,07
793,JC06F07,6,2022-10-07 14:59:01,1.128,not used,J,C,06,F,07
794,JC06F07,7,2022-10-07 14:59:10,0.934,not used,J,C,06,F,07
795,JC06F07,8,2022-10-07 14:59:16,1.040,not used,J,C,06,F,07
796,JC06F07,9,2022-10-07 14:59:24,0.896,not used,J,C,06,F,07
797,JC06F07,10,2022-10-07 14:59:31,0.974,not used,J,C,06,F,07
798,JC06F07,11,2022-10-07 14:59:38,0.981,not used,J,C,06,F,07
799,JC06F07,12,2022-10-07 14:59:45,1.036,not used,J,C,06,F,07
800,JC06F07,13,2022-10-07 14:59:53,0.916,not used,J,C,06,F,07
801,JC06F07,14,2022-10-07 15:00:00,0.901,not used,J,C,06,F,07
802,JC06F07,15,2022-10-07 15:00:08,0.915,not used,J,C,06,F,07
803,JC06F07,16,2022-10-07 15:00:15,0.963,not used,J,C,06,F,07
804,JC06F07,17,2022-10-07 15:00:22,0.937,not used,J,C,06,F,07
805,JC06F07,18,2022-10-07 15:00:30,1.027,not used,J,C,06,F,07
806,JC06F07,19,2022-10-07 15:00:37,0.940,not used,J,C,06,F,07
807,JC06F07,20,2022-10-07 15:00:44,0.842,not used,J,C,06,F,07
808,JC06F07,21,2022-10-07 15:00:51,0.937,not used,J,C,06,F,07
809,JC06F07,22,2022-10-07 15:01:09,1.056,not used,J,C,06,F,07
810,JC06F07,23,2022-10-07 15:01:17,0.978,not used,J,C,06,F,07
811,JC06F07,24,2022-10-07 15:01:23,0.920,not used,J,C,06,F,07
812,JC06F07,25,2022-10-07 15:01:31,1.011,not used,J,C,06,F,07
813,JC06F07,26,2022-10-07 15:01:38,0.816,not used,J,C,06,F,07
814,JC06F07,27,2022-10-07 15:01:45,0.898,not used,J,C,06,F,07
815,JC06F07,28,2022-10-07 15:01:52,1.009,not used,J,C,06,F,07
816,JC06F07,29,2022-10-07 15:01:59,0.971,not used,J,C,06,F,07
817,JC06F07,30,2022-10-07 15:02:06,0.858,not used,J,C,06,F,07
818,JC06F07,31,2022-10-07 15:02:14,1.027,not used,J,C,06,F,07
